Day,Store_ID,Product_ID,Inventory_Units
2,S_6,P_7,0
2,S_6,P_8,0
2,S_6,P_9,0
2,S_6,P_10,0
2,S_6,P_11,0
2,S_6,P_12,0
2,S_6,P_13,0
2,S_6,P_14,0
2,S_6,P_15,0
2,S_6,P_16,0
2,S_6,P_17,0
2,S_6,P_18,0
2,S_6,P_19,0
2,S_6,P_20,0
2,S_6,P_21,0
2,S_6,P_22,0
2,S_6,P_23,0
2,S_6,P_24,0
2,S_6,P_25,0
2,S_6,P_26,0
2,S_6,P_27,0
2,S_6,P_28,0
2,S_6,P_29,0
2,S_6,P_30,0
2,S_7,P_1,108
2,S_7,P_2,120
2,S_7,P_3,128
2,S_7,P_4,124
2,S_7,P_5,169
2,S_7,P_6,31
2,S_7,P_7,110
2,S_7,P_8,78
2,S_7,P_9,146
2,S_7,P_10,100
2,S_7,P_11,167
2,S_7,P_12,35
2,S_7,P_13,145
2,S_7,P_14,127
2,S_7,P_15,42
2,S_7,P_16,146
2,S_7,P_17,153
2,S_7,P_18,131
2,S_7,P_19,146
2,S_7,P_20,185
2,S_7,P_21,143
2,S_7,P_22,81
2,S_7,P_23,127
2,S_7,P_24,135
2,S_7,P_25,175
2,S_7,P_26,155
2,S_7,P_27,134
2,S_7,P_28,151
2,S_7,P_29,144
2,S_7,P_30,185
2,S_8,P_1,0
2,S_8,P_2,0
2,S_8,P_3,0
2,S_8,P_4,0
2,S_8,P_5,0
2,S_8,P_6,0
2,S_8,P_7,0
2,S_8,P_8,0
2,S_8,P_9,0
2,S_8,P_10,0
2,S_8,P_11,0
2,S_8,P_12,0
2,S_8,P_13,0
2,S_8,P_14,0
2,S_8,P_15,0
2,S_8,P_16,0
2,S_8,P_17,0
2,S_8,P_18,0
2,S_8,P_19,0
2,S_8,P_20,0
2,S_8,P_21,0
2,S_8,P_22,0
2,S_8,P_23,0
2,S_8,P_24,0
2,S_8,P_25,0
2,S_8,P_26,0
2,S_8,P_27,0
2,S_8,P_28,0
2,S_8,P_29,0
2,S_8,P_30,0
2,S_9,P_1,2
2,S_9,P_2,7
2,S_9,P_3,4
2,S_9,P_4,0
2,S_9,P_5,0
2,S_9,P_6,0
2,S_9,P_7,2
2,S_9,P_8,0
2,S_9,P_9,3
2,S_9,P_10,0
2,S_9,P_11,0
2,S_9,P_12,0
2,S_9,P_13,1
2,S_9,P_14,0
2,S_9,P_15,0
2,S_9,P_16,0
2,S_9,P_17,0
2,S_9,P_18,4
2,S_9,P_19,5
2,S_9,P_20,12
2,S_9,P_21,0
2,S_9,P_22,0
2,S_9,P_23,2
2,S_9,P_24,7
2,S_9,P_25,0
2,S_9,P_26,0
2,S_9,P_27,0
2,S_9,P_28,2
2,S_9,P_29,1
2,S_9,P_30,0
2,S_10,P_1,0
2,S_10,P_2,0
2,S_10,P_3,0
2,S_10,P_4,0
2,S_10,P_5,0
2,S_10,P_6,0
2,S_10,P_7,0
2,S_10,P_8,0
2,S_10,P_9,0
2,S_10,P_10,0
2,S_10,P_11,0
2,S_10,P_12,0
2,S_10,P_13,0
2,S_10,P_14,0
2,S_10,P_15,0
2,S_10,P_16,0
2,S_10,P_17,0
2,S_10,P_18,0
2,S_10,P_19,0
2,S_10,P_20,0
2,S_10,P_21,0
2,S_10,P_22,0
2,S_10,P_23,0
2,S_10,P_24,0
2,S_10,P_25,0
2,S_10,P_26,0
2,S_10,P_27,0
2,S_10,P_28,0
2,S_10,P_29,0
2,S_10,P_30,0
3,S_1,P_1,0
3,S_1,P_2,0
3,S_1,P_3,0
3,S_1,P_4,0
3,S_1,P_5,0
3,S_1,P_6,0
3,S_1,P_7,0
3,S_1,P_8,0
3,S_1,P_9,0
3,S_1,P_10,0
3,S_1,P_11,0
3,S_1,P_12,0
3,S_1,P_13,0
3,S_1,P_14,0
3,S_1,P_15,0
3,S_1,P_16,0
3,S_1,P_17,0
3,S_1,P_18,0
3,S_1,P_19,0
3,S_1,P_20,0
3,S_1,P_21,0
3,S_1,P_22,0
3,S_1,P_23,0
3,S_1,P_24,0
3,S_1,P_25,0
3,S_1,P_26,0
3,S_1,P_27,0
3,S_1,P_28,0
3,S_1,P_29,0
3,S_1,P_30,0
3,S_2,P_1,0
3,S_2,P_2,0
3,S_2,P_3,0
3,S_2,P_4,128
3,S_2,P_5,0
3,S_2,P_6,0
3,S_2,P_7,0
3,S_2,P_8,0
3,S_2,P_9,0
3,S_2,P_10,0
3,S_2,P_11,0
3,S_2,P_12,0
3,S_2,P_13,0
3,S_2,P_14,32
3,S_2,P_15,0
3,S_2,P_16,0
3,S_2,P_17,0
3,S_2,P_18,0
3,S_2,P_19,0
3,S_2,P_20,0
3,S_2,P_21,0
3,S_2,P_22,0
3,S_2,P_23,0
3,S_2,P_24,0
3,S_2,P_25,0
3,S_2,P_26,0
3,S_2,P_27,0
3,S_2,P_28,0
3,S_2,P_29,0
3,S_2,P_30,0
3,S_3,P_1,0
3,S_3,P_2,0
3,S_3,P_3,0
3,S_3,P_4,0
3,S_3,P_5,0
3,S_3,P_6,0
3,S_3,P_7,0
3,S_3,P_8,0
3,S_3,P_9,0
3,S_3,P_10,0
3,S_3,P_11,0
3,S_3,P_12,0
3,S_3,P_13,0
3,S_3,P_14,0
3,S_3,P_15,0
3,S_3,P_16,0
3,S_3,P_17,0
3,S_3,P_18,0
3,S_3,P_19,0
3,S_3,P_20,0
3,S_3,P_21,0
3,S_3,P_22,0
3,S_3,P_23,0
3,S_3,P_24,0
3,S_3,P_25,0
3,S_3,P_26,0
3,S_3,P_27,0
3,S_3,P_28,0
3,S_3,P_29,0
3,S_3,P_30,0
3,S_4,P_1,0
3,S_4,P_2,0
3,S_4,P_3,0
3,S_4,P_4,101
3,S_4,P_5,37
3,S_4,P_6,0
3,S_4,P_7,0
3,S_4,P_8,0
3,S_4,P_9,0
3,S_4,P_10,0
3,S_4,P_11,0
3,S_4,P_12,0
3,S_4,P_13,23
3,S_4,P_14,52
3,S_4,P_15,0
3,S_4,P_16,0
3,S_4,P_17,48
3,S_4,P_18,28
3,S_4,P_19,0
3,S_4,P_20,0
3,S_4,P_21,0
3,S_4,P_22,0
3,S_4,P_23,0
3,S_4,P_24,0
3,S_4,P_25,21
3,S_4,P_26,25
3,S_4,P_27,58
3,S_4,P_28,0
3,S_4,P_29,0
3,S_4,P_30,0
3,S_5,P_1,0
3,S_5,P_2,0
3,S_5,P_3,0
3,S_5,P_4,0
3,S_5,P_5,0
3,S_5,P_6,0
3,S_5,P_7,0
3,S_5,P_8,0
3,S_5,P_9,0
3,S_5,P_10,0
3,S_5,P_11,0
3,S_5,P_12,0
3,S_5,P_13,0
3,S_5,P_14,0
3,S_5,P_15,0
3,S_5,P_16,0
3,S_5,P_17,0
3,S_5,P_18,0
3,S_5,P_19,0
3,S_5,P_20,0
3,S_5,P_21,0
3,S_5,P_22,0
3,S_5,P_23,0
3,S_5,P_24,0
3,S_5,P_25,0
3,S_5,P_26,0
3,S_5,P_27,0
3,S_5,P_28,0
3,S_5,P_29,0
3,S_5,P_30,0
3,S_6,P_1,0
3,S_6,P_2,0
3,S_6,P_3,0
3,S_6,P_4,0
3,S_6,P_5,0
3,S_6,P_6,0
3,S_6,P_7,0
3,S_6,P_8,0
3,S_6,P_9,0
3,S_6,P_10,0
3,S_6,P_11,0
3,S_6,P_12,0
3,S_6,P_13,0
3,S_6,P_14,0
3,S_6,P_15,0
3,S_6,P_16,0
3,S_6,P_17,0
3,S_6,P_18,0
3,S_6,P_19,0
3,S_6,P_20,0
3,S_6,P_21,0
3,S_6,P_22,0
3,S_6,P_23,0
3,S_6,P_24,0
3,S_6,P_25,0
3,S_6,P_26,0
3,S_6,P_27,0
3,S_6,P_28,0
3,S_6,P_29,0
3,S_6,P_30,0
3,S_7,P_1,52
3,S_7,P_2,31
3,S_7,P_3,46
3,S_7,P_4,56
3,S_7,P_5,85
3,S_7,P_6,32
3,S_7,P_7,119
3,S_7,P_8,79
3,S_7,P_9,73
3,S_7,P_10,32
3,S_7,P_11,74
3,S_7,P_12,44
3,S_7,P_13,68
3,S_7,P_14,61
3,S_7,P_15,41
3,S_7,P_16,70
3,S_7,P_17,78
3,S_7,P_18,65
3,S_7,P_19,61
3,S_7,P_20,93
3,S_7,P_21,69
3,S_7,P_22,74
3,S_7,P_23,64
3,S_7,P_24,59
3,S_7,P_25,88
3,S_7,P_26,81
3,S_7,P_27,71
3,S_7,P_28,73
3,S_7,P_29,74
3,S_7,P_30,83
3,S_8,P_1,0
3,S_8,P_2,0
3,S_8,P_3,0
3,S_8,P_4,0
3,S_8,P_5,0
3,S_8,P_6,0
3,S_8,P_7,0
3,S_8,P_8,0
3,S_8,P_9,0
3,S_8,P_10,0
3,S_8,P_11,0
3,S_8,P_12,0
3,S_8,P_13,0
3,S_8,P_14,0
3,S_8,P_15,0
3,S_8,P_16,0
3,S_8,P_17,0
3,S_8,P_18,0
3,S_8,P_19,0
3,S_8,P_20,0
3,S_8,P_21,0
3,S_8,P_22,0
3,S_8,P_23,0
3,S_8,P_24,0
3,S_8,P_25,0
3,S_8,P_26,0
3,S_8,P_27,0
3,S_8,P_28,0
3,S_8,P_29,0
3,S_8,P_30,0
3,S_9,P_1,0
3,S_9,P_2,0
3,S_9,P_3,0
3,S_9,P_4,11
3,S_9,P_5,0
3,S_9,P_6,0
3,S_9,P_7,0
3,S_9,P_8,0
3,S_9,P_9,0
3,S_9,P_10,0
3,S_9,P_11,0
3,S_9,P_12,0
3,S_9,P_13,0
3,S_9,P_14,0
3,S_9,P_15,0
3,S_9,P_16,0
3,S_9,P_17,0
3,S_9,P_18,0
3,S_9,P_19,0
3,S_9,P_20,0
3,S_9,P_21,0
3,S_9,P_22,0
3,S_9,P_23,0
3,S_9,P_24,0
3,S_9,P_25,0
3,S_9,P_26,0
3,S_9,P_27,0
3,S_9,P_28,0
3,S_9,P_29,0
3,S_9,P_30,0
3,S_10,P_1,127
3,S_10,P_2,134
3,S_10,P_3,144
3,S_10,P_4,196
3,S_10,P_5,182
3,S_10,P_6,0
3,S_10,P_7,0
3,S_10,P_8,0
3,S_10,P_9,172
3,S_10,P_10,81
3,S_10,P_11,159
3,S_10,P_12,0
3,S_10,P_13,155
3,S_10,P_14,212
3,S_10,P_15,0
3,S_10,P_16,127
3,S_10,P_17,226
3,S_10,P_18,183
3,S_10,P_19,127
3,S_10,P_20,180
3,S_10,P_21,164
3,S_10,P_22,0
3,S_10,P_23,112
3,S_10,P_24,144
3,S_10,P_25,180
3,S_10,P_26,226
3,S_10,P_27,194
3,S_10,P_28,180
3,S_10,P_29,190
3,S_10,P_30,174
4,S_1,P_1,0
4,S_1,P_2,0
4,S_1,P_3,0
4,S_1,P_4,0
4,S_1,P_5,0
4,S_1,P_6,0
4,S_1,P_7,0
4,S_1,P_8,0
4,S_1,P_9,0
4,S_1,P_10,0
4,S_1,P_11,0
4,S_1,P_12,0
4,S_1,P_13,0
4,S_1,P_14,0
4,S_1,P_15,0
4,S_1,P_16,0
4,S_1,P_17,0
4,S_1,P_18,0
4,S_1,P_19,0
4,S_1,P_20,0
4,S_1,P_21,0
4,S_1,P_22,0
4,S_1,P_23,0
4,S_1,P_24,0
4,S_1,P_25,0
4,S_1,P_26,0
4,S_1,P_27,0
4,S_1,P_28,0
4,S_1,P_29,0
4,S_1,P_30,0
4,S_2,P_1,0
4,S_2,P_2,0
4,S_2,P_3,0
4,S_2,P_4,105
4,S_2,P_5,69
4,S_2,P_6,0
4,S_2,P_7,0
4,S_2,P_8,0
4,S_2,P_9,0
4,S_2,P_10,0
4,S_2,P_11,0
4,S_2,P_12,0
4,S_2,P_13,0
4,S_2,P_14,32
4,S_2,P_15,0
4,S_2,P_16,0
4,S_2,P_17,108
4,S_2,P_18,0
4,S_2,P_19,0
4,S_2,P_20,0
4,S_2,P_21,0
4,S_2,P_22,0
4,S_2,P_23,0
4,S_2,P_24,0
4,S_2,P_25,4
4,S_2,P_26,55
4,S_2,P_27,0
4,S_2,P_28,0
4,S_2,P_29,0
4,S_2,P_30,0
4,S_3,P_1,102
4,S_3,P_2,140
4,S_3,P_3,105
4,S_3,P_4,237
4,S_3,P_5,144
4,S_3,P_6,0
4,S_3,P_7,0
4,S_3,P_8,0
4,S_3,P_9,177
4,S_3,P_10,0
4,S_3,P_11,188
4,S_3,P_12,0
4,S_3,P_13,149
4,S_3,P_14,209
4,S_3,P_15,0
4,S_3,P_16,142
4,S_3,P_17,146
4,S_3,P_18,188
4,S_3,P_19,100
4,S_3,P_20,180
4,S_3,P_21,196
4,S_3,P_22,0
4,S_3,P_23,126
4,S_3,P_24,133
4,S_3,P_25,206
4,S_3,P_26,213
4,S_3,P_27,240
4,S_3,P_28,143
4,S_3,P_29,170
4,S_3,P_30,158
4,S_4,P_1,0
4,S_4,P_2,0
4,S_4,P_3,0
4,S_4,P_4,92
4,S_4,P_5,0
4,S_4,P_6,0
4,S_4,P_7,0
4,S_4,P_8,0
4,S_4,P_9,0
4,S_4,P_10,0
4,S_4,P_11,0
4,S_4,P_12,0
4,S_4,P_13,0
4,S_4,P_14,0
4,S_4,P_15,0
4,S_4,P_16,0
4,S_4,P_17,8
4,S_4,P_18,6
4,S_4,P_19,0
4,S_4,P_20,0
4,S_4,P_21,0
4,S_4,P_22,0
4,S_4,P_23,0
4,S_4,P_24,0
4,S_4,P_25,0
4,S_4,P_26,0
4,S_4,P_27,0
4,S_4,P_28,0
4,S_4,P_29,0
4,S_4,P_30,0
4,S_5,P_1,0
4,S_5,P_2,0
4,S_5,P_3,0
4,S_5,P_4,0
4,S_5,P_5,0
4,S_5,P_6,0
4,S_5,P_7,0
4,S_5,P_8,0
4,S_5,P_9,0
4,S_5,P_10,0
4,S_5,P_11,0
4,S_5,P_12,0
4,S_5,P_13,0
4,S_5,P_14,0
4,S_5,P_15,0
4,S_5,P_16,0
4,S_5,P_17,0
4,S_5,P_18,0
4,S_5,P_19,0
4,S_5,P_20,0
4,S_5,P_21,0
4,S_5,P_22,0
4,S_5,P_23,0
4,S_5,P_24,0
4,S_5,P_25,0
4,S_5,P_26,0
4,S_5,P_27,0
4,S_5,P_28,0
4,S_5,P_29,0
4,S_5,P_30,0
4,S_6,P_1,0
4,S_6,P_2,0
4,S_6,P_3,0
4,S_6,P_4,0
4,S_6,P_5,0
4,S_6,P_6,0
4,S_6,P_7,0
4,S_6,P_8,0
4,S_6,P_9,0
4,S_6,P_10,0
4,S_6,P_11,0
4,S_6,P_12,0
4,S_6,P_13,0
4,S_6,P_14,0
4,S_6,P_15,0
4,S_6,P_16,0
4,S_6,P_17,0
4,S_6,P_18,0
4,S_6,P_19,0
4,S_6,P_20,0
4,S_6,P_21,0
4,S_6,P_22,0
4,S_6,P_23,0
4,S_6,P_24,0
4,S_6,P_25,0
4,S_6,P_26,0
4,S_6,P_27,0
4,S_6,P_28,0
4,S_6,P_29,0
4,S_6,P_30,0
4,S_7,P_1,0
4,S_7,P_2,0
4,S_7,P_3,0
4,S_7,P_4,19
4,S_7,P_5,13
4,S_7,P_6,0
4,S_7,P_7,57
4,S_7,P_8,49
4,S_7,P_9,29
4,S_7,P_10,0
4,S_7,P_11,13
4,S_7,P_12,2
4,S_7,P_13,4
4,S_7,P_14,40
4,S_7,P_15,0
4,S_7,P_16,20
4,S_7,P_17,9
4,S_7,P_18,31
4,S_7,P_19,0
4,S_7,P_20,44
4,S_7,P_21,0
4,S_7,P_22,6
4,S_7,P_23,33
4,S_7,P_24,0
4,S_7,P_25,11
4,S_7,P_26,16
4,S_7,P_27,40
4,S_7,P_28,29
4,S_7,P_29,12
4,S_7,P_30,4
4,S_8,P_1,0
4,S_8,P_2,0
4,S_8,P_3,0
4,S_8,P_4,0
4,S_8,P_5,0
4,S_8,P_6,0
4,S_8,P_7,0
4,S_8,P_8,0
4,S_8,P_9,0
4,S_8,P_10,0
4,S_8,P_11,0
4,S_8,P_12,0
4,S_8,P_13,0
4,S_8,P_14,0
4,S_8,P_15,0
4,S_8,P_16,0
4,S_8,P_17,0
4,S_8,P_18,0
4,S_8,P_19,0
4,S_8,P_20,0
4,S_8,P_21,0
4,S_8,P_22,0
4,S_8,P_23,0
4,S_8,P_24,0
4,S_8,P_25,0
4,S_8,P_26,0
4,S_8,P_27,0
4,S_8,P_28,0
4,S_8,P_29,0
4,S_8,P_30,0
4,S_9,P_1,0
4,S_9,P_2,0
4,S_9,P_3,0
4,S_9,P_4,0
4,S_9,P_5,0
4,S_9,P_6,0
4,S_9,P_7,0
4,S_9,P_8,0
4,S_9,P_9,0
4,S_9,P_10,0
4,S_9,P_11,0
4,S_9,P_12,0
4,S_9,P_13,0
4,S_9,P_14,0
4,S_9,P_15,0
4,S_9,P_16,0
4,S_9,P_17,0
4,S_9,P_18,0
4,S_9,P_19,0
4,S_9,P_20,0
4,S_9,P_21,0
4,S_9,P_22,0
